AlbumId,GenreId,ArtistId,Title,Price,AlbumArtUrl
485,1,84,The Colour And The Shape,8,99,/Content/Images/placeholder.gif
486,1,88,Appetite for Destruction,8,99,/Content/Images/placeholder.gif
487,1,88,Use Your Illusion I,8,99,/Content/Images/placeholder.gif
488,1,90,A Matter of Life and Death,8,99,/Content/Images/placeholder.gif
489,1,90,Brave New World,8,99,/Content/Images/placeholder.gif
490,1,90,Fear Of The Dark,8,99,/Content/Images/placeholder.gif
491,1,90,Live At Donington 1992 (Disc 1),8,99,/Content/Images/placeholder.gif
492,1,90,Live At Donington 1992 (Disc 2),8,99,/Content/Images/placeholder.gif
493,1,90,Rock In Rio [CD2],8,99,/Content/Images/placeholder.gif
494,1,90,The Number of The Beast,8,99,/Content/Images/placeholder.gif
495,1,90,The X Factor,8,99,/Content/Images/placeholder.gif
496,1,90,Virtual XI,8,99,/Content/Images/placeholder.gif
497,1,92,Emergency On Planet Earth,8,99,/Content/Images/placeholder.gif
498,1,94,Are You Experienced?,8,99,/Content/Images/placeholder.gif
499,1,95,Surfing with the Alien (Remastered),8,99,/Content/Images/placeholder.gif
500,10,203,The Best of Beethoven,8,99,/Content/Images/placeholder.gif
504,10,208,Pachelbel: Canon & Gigue,8,99,/Content/Images/placeholder.gif
507,10,211,Bach: Goldberg Variations,8,99,/Content/Images/placeholder.gif
508,10,212,Bach: The Cello Suites,8,99,/Content/Images/placeholder.gif
509,10,213,Handel: The Messiah (Highlights),8,99,/Content/Images/placeholder.gif
513,10,217,Haydn: Symphonies 99 - 104,8,99,/Content/Images/placeholder.gif
515,10,219,A Soprano Inspired,8,99,/Content/Images/placeholder.gif
517,10,221,Wagner: Favourite Overtures,8,99,/Content/Images/placeholder.gif
519,10,223,Tchaikovsky: The Nutcracker,8,99,/Content/Images/placeholder.gif
520,10,224,The Last Night of the Proms,8,99,/Content/Images/placeholder.gif
523,10,226,Respighi:Pines of Rome,8,99,/Content/Images/placeholder.gif
524,10,226,Strauss: Waltzes,8,99,/Content/Images/placeholder.gif
525,10,229,Carmina Burana,8,99,/Content/Images/placeholder.gif
526,10,230,A Copland Celebration, Vol. I,8,99,/Content/Images/placeholder.gif
527,10,231,Bach: Toccata & Fugue in D Minor,8,99,/Content/Images/placeholder.gif
528,10,232,Prokofiev: Symphony No.1,8,99,/Content/Images/placeholder.gif
529,10,233,Scheherazade,8,99,/Content/Images/placeholder.gif
530,10,234,Bach: The Brandenburg Concertos,8,99,/Content/Images/placeholder.gif
532,10,236,Mascagni: Cavalleria Rusticana,8,99,/Content/Images/placeholder.gif
533,10,237,Sibelius: Finlandia,8,99,/Content/Images/placeholder.gif
537,10,242,Adams, John: The Chairman Dances,8,99,/Content/Images/placeholder.gif
539,10,245,Berlioz: Symphonie Fantastique,8,99,/Content/Images/placeholder.gif
540,10,245,Prokofiev: Romeo & Juliet,8,99,/Content/Images/placeholder.gif
542,10,247,English Renaissance,8,99,/Content/Images/placeholder.gif
544,10,248,Mozart: Symphonies Nos. 40 & 41,8,99,/Content/Images/placeholder.gif
546,10,250,SCRIABIN: Vers la flamme,8,99,/Content/Images/placeholder.gif
548,10,255,Bartok: Violin & Viola Concertos,8,99,/Content/Images/placeholder.gif
551,10,259,South American Getaway,8,99,/Content/Images/placeholder.gif
552,10,260,Górecki: Symphony No. 3,8,99,/Content/Images/placeholder.gif
553,10,261,Purcell: The Fairy Queen,8,99,/Content/Images/placeholder.gif
556,10,264,Weill: The Seven Deadly Sins,8,99,/Content/Images/placeholder.gif
558,10,266,Szymanowski: Piano Works, Vol. 1,8,99,/Content/Images/placeholder.gif
559,10,267,Nielsen: The Six Symphonies,8,99,/Content/Images/placeholder.gif
562,10,274,Mozart: Chamber Music,8,99,/Content/Images/placeholder.gif
563,2,10,The Best Of Billy Cobham,8,99,/Content/Images/placeholder.gif
564,2,197,Quiet Songs,8,99,/Content/Images/placeholder.gif
565,2,202,Worlds,8,99,/Content/Images/placeholder.gif
566,2,27,Quanta Gente Veio ver--Bônus De Carnaval,8,99,/Content/Images/placeholder.gif
567,2,53,Heart of the Night,8,99,/Content/Images/placeholder.gif
568,2,53,Morning Dance,8,99,/Content/Images/placeholder.gif
569,2,6,Warner 25 Anos,8,99,/Content/Images/placeholder.gif
570,2,68,Miles Ahead,8,99,/Content/Images/placeholder.gif
571,2,68,The Essential Miles Davis [Disc 1],8,99,/Content/Images/placeholder.gif
572,2,68,The Essential Miles Davis [Disc 2],8,99,/Content/Images/placeholder.gif
573,2,79,Outbreak,8,99,/Content/Images/placeholder.gif
574,2,89,Blue Moods,8,99,/Content/Images/placeholder.gif
575,3,100,Greatest Hits,8,99,/Content/Images/placeholder.gif
576,3,106,Ace Of Spades,8,99,/Content/Images/placeholder.gif
577,3,109,Motley Crue Greatest Hits,8,99,/Content/Images/placeholder.gif
578,3,11,Alcohol Fueled Brewtality Live! [Disc 1],8,99,/Content/Images/placeholder.gif
579,3,11,Alcohol Fueled Brewtality Live! [Disc 2],8,99,/Content/Images/placeholder.gif
580,3,114,Tribute,8,99,/Content/Images/placeholder.gif
581,3,12,Black Sabbath Vol. 4 (Remaster),8,99,/Content/Images/placeholder.gif
582,3,12,Black Sabbath,8,99,/Content/Images/placeholder.gif
583,3,135,Mezmerize,8,99,/Content/Images/placeholder.gif
584,3,14,Chemical Wedding,8,99,/Content/Images/placeholder.gif
585,3,50,...And Justice For All,8,99,/Content/Images/placeholder.gif
586,3,50,Black Album,8,99,/Content/Images/placeholder.gif
587,3,50,Garage Inc. (Disc 1),8,99,/Content/Images/placeholder.gif
588,3,50,Garage Inc. (Disc 2),8,99,/Content/Images/placeholder.gif
589,3,50,Load,8,99,/Content/Images/placeholder.gif
590,3,50,Master Of Puppets,8,99,/Content/Images/placeholder.gif
591,3,50,ReLoad,8,99,/Content/Images/placeholder.gif
592,3,50,Ride The Lightning,8,99,/Content/Images/placeholder.gif
593,3,50,St. Anger,8,99,/Content/Images/placeholder.gif
594,3,7,Plays Metallica By Four Cellos,8,99,/Content/Images/placeholder.gif
595,3,87,Faceless,8,99,/Content/Images/placeholder.gif
596,3,88,Use Your Illusion II,8,99,/Content/Images/placeholder.gif
597,3,90,A Real Dead One,8,99,/Content/Images/placeholder.gif
598,3,90,A Real Live One,8,99,/Content/Images/placeholder.gif
599,3,90,Live After Death,8,99,/Content/Images/placeholder.gif
600,3,90,No Prayer For The Dying,8,99,/Content/Images/placeholder.gif
601,3,90,Piece Of Mind,8,99,/Content/Images/placeholder.gif
602,3,90,Powerslave,8,99,/Content/Images/placeholder.gif
603,3,90,Rock In Rio [CD1],8,99,/Content/Images/placeholder.gif
604,3,90,Rock In Rio [CD2],8,99,/Content/Images/placeholder.gif
605,3,90,Seventh Son of a Seventh Son,8,99,/Content/Images/placeholder.gif
606,3,90,Somewhere in Time,8,99,/Content/Images/placeholder.gif
607,3,90,The Number of The Beast,8,99,/Content/Images/placeholder.gif
608,3,98,Living After Midnight,8,99,/Content/Images/placeholder.gif
609,4,196,Cake: B-Sides and Rarities,8,99,/Content/Images/placeholder.gif
610,4,204,Temple of the Dog,8,99,/Content/Images/placeholder.gif
611,4,205,Carry On,8,99,/Content/Images/placeholder.gif
612,4,253,Carried to Dust (Bonus Track Version),8,99,/Content/Images/placeholder.gif
613,4,8,Revelations,8,99,/Content/Images/placeholder.gif
614,6,133,In Step,8,99,/Content/Images/placeholder.gif
615,6,137,Live [Disc 1],8,99,/Content/Images/placeholder.gif
616,6,137,Live [Disc 2],8,99,/Content/Images/placeholder.gif
618,6,81,The Cream Of Clapton,8,99,/Content/Images/placeholder.gif
619,6,81,Unplugged,8,99,/Content/Images/placeholder.gif
620,6,90,Iron Maiden,8,99,/Content/Images/placeholder.gif
623,7,103,Barulhinho Bom,8,99,/Content/Images/placeholder.gif
624,7,112,Olodum,8,99,/Content/Images/placeholder.gif
625,7,113,Acústico MTV,8,99,/Content/Images/placeholder.gif
626,7,113,Arquivo II,8,99,/Content/Images/placeholder.gif
627,7,113,Arquivo Os Paralamas Do Sucesso,8,99,/Content/Images/placeholder.gif
628,7,145,Serie Sem Limite (Disc 1),8,99,/Content/Images/placeholder.gif
629,7,145,Serie Sem Limite (Disc 2),8,99,/Content/Images/placeholder.gif
630,7,155,Ao Vivo [IMPORT],8,99,/Content/Images/placeholder.gif
631,7,16,Prenda Minha,8,99,/Content/Images/placeholder.gif
632,7,16,Sozinho Remix Ao Vivo,8,99,/Content/Images/placeholder.gif
633,7,17,Minha Historia,8,99,/Content/Images/placeholder.gif
634,7,18,Afrociberdelia,8,99,/Content/Images/placeholder.gif
635,7,18,Da Lama Ao Caos,8,99,/Content/Images/placeholder.gif
636,7,20,Na Pista,8,99,/Content/Images/placeholder.gif
637,7,201,Duos II,8,99,/Content/Images/placeholder.gif
638,7,21,Sambas De Enredo 2001,8,99,/Content/Images/placeholder.gif
639,7,21,Vozes do MPB,8,99,/Content/Images/placeholder.gif
640,7,24,Chill: Brazil (Disc 1),8,99,/Content/Images/placeholder.gif
641,7,27,Quanta Gente Veio Ver (Live),8,99,/Content/Images/placeholder.gif
642,7,37,The Best of Ed Motta,8,99,/Content/Images/placeholder.gif
643,7,41,Elis Regina-Minha História,8,99,/Content/Images/placeholder.gif
644,7,42,Milton Nascimento Ao Vivo,8,99,/Content/Images/placeholder.gif
645,7,42,Minas,8,99,/Content/Images/placeholder.gif
646,7,46,Jorge Ben Jor 25 Anos,8,99,/Content/Images/placeholder.gif
647,7,56,Meus Momentos,8,99,/Content/Images/placeholder.gif
648,7,6,Chill: Brazil (Disc 2),8,99,/Content/Images/placeholder.gif
649,7,72,Vinicius De Moraes,8,99,/Content/Images/placeholder.gif
651,7,77,Cássia Eller - Sem Limite [Disc 1],8,99,/Content/Images/placeholder.gif
652,7,80,Djavan Ao Vivo - Vol. 02,8,99,/Content/Images/placeholder.gif
653,7,80,Djavan Ao Vivo - Vol. 1,8,99,/Content/Images/placeholder.gif
654,7,81,Unplugged,8,99,/Content/Images/placeholder.gif
655,7,83,Deixa Entrar,8,99,/Content/Images/placeholder.gif
656,7,86,Roda De Funk,8,99,/Content/Images/placeholder.gif
657,7,96,Jota Quest-1995,8,99,/Content/Images/placeholder.gif
659,7,99,Mais Do Mesmo,8,99,/Content/Images/placeholder.gif
660,8,100,Greatest Hits,8,99,/Content/Images/placeholder.gif
661,8,151,UB40 The Best Of - Volume Two [UK],8,99,/Content/Images/placeholder.gif
662,8,19,Acústico MTV [Live],8,99,/Content/Images/placeholder.gif
663,8,19,Cidade Negra - Hits,8,99,/Content/Images/placeholder.gif
665,9,21,Axé Bahia 2001,8,99,/Content/Images/placeholder.gif
666,9,252,Frank,8,99,/Content/Images/placeholder.gif
667,5,276,Le Freak,8,99,/Content/Images/placeholder.gif
668,5,278,MacArthur Park Suite,8,99,/Content/Images/placeholder.gif
669,5,277,Ring My Bell,8,99,/Content/Images/placeholder.gif
